14/04/2020;Hauts-de-France;32;20
14/04/2020;Ile-de-France;11;135
14/04/2020;La Réunion;4;0
14/04/2020;Martinique;2;0
14/04/2020;Mayotte;6;0
14/04/2020;Normandie;28;4
14/04/2020;Nouvelle-Aquitaine;75;5
14/04/2020;Occitanie;76;11
14/04/2020;Pays de la Loire;52;4
14/04/2020;Provence-Alpes-Côte d'Azur;93;19
15/04/2020;Auvergne-Rhône-Alpes;84;33
15/04/2020;Bourgogne-Franche-Comté;27;10
15/04/2020;Bretagne;53;1
15/04/2020;Centre-Val de Loire;24;8
15/04/2020;Corse;94;1
15/04/2020;Grand-Est;44;27
15/04/2020;Guadeloupe;1;1
15/04/2020;Guyane;3;0
15/04/2020;Hauts-de-France;32;30
15/04/2020;Ile-de-France;11;125
15/04/2020;La Réunion;4;0
15/04/2020;Martinique;2;0
15/04/2020;Mayotte;6;1
15/04/2020;Normandie;28;4
15/04/2020;Nouvelle-Aquitaine;75;5
15/04/2020;Occitanie;76;14
15/04/2020;Pays de la Loire;52;6
15/04/2020;Provence-Alpes-Côte d'Azur;93;18
16/04/2020;Auvergne-Rhône-Alpes;84;27
16/04/2020;Bourgogne-Franche-Comté;27;16
16/04/2020;Bretagne;53;2
16/04/2020;Centre-Val de Loire;24;2
16/04/2020;Corse;94;1
16/04/2020;Grand-Est;44;31
16/04/2020;Guadeloupe;1;0
16/04/2020;Guyane;3;1
16/04/2020;Hauts-de-France;32;19
16/04/2020;Ile-de-France;11;126
16/04/2020;La Réunion;4;1
16/04/2020;Martinique;2;1
16/04/2020;Mayotte;6;2
16/04/2020;Normandie;28;8
16/04/2020;Nouvelle-Aquitaine;75;2
16/04/2020;Occitanie;76;8
16/04/2020;Pays de la Loire;52;1
16/04/2020;Provence-Alpes-Côte d'Azur;93;22
17/04/2020;Auvergne-Rhône-Alpes;84;16
17/04/2020;Bourgogne-Franche-Comté;27;5
17/04/2020;Bretagne;53;3
17/04/2020;Centre-Val de Loire;24;15
17/04/2020;Corse;94;1
17/04/2020;Grand-Est;44;35
17/04/2020;Guadeloupe;1;2
17/04/2020;Guyane;3;1
17/04/2020;Hauts-de-France;32;22
17/04/2020;Ile-de-France;11;95
17/04/2020;La Réunion;4;0
17/04/2020;Martinique;2;0
17/04/2020;Mayotte;6;0
17/04/2020;Normandie;28;8
17/04/2020;Nouvelle-Aquitaine;75;6
17/04/2020;Occitanie;76;11
17/04/2020;Pays de la Loire;52;1
17/04/2020;Provence-Alpes-Côte d'Azur;93;21
18/04/2020;Auvergne-Rhône-Alpes;84;20
18/04/2020;Bourgogne-Franche-Comté;27;12
18/04/2020;Bretagne;53;5
18/04/2020;Centre-Val de Loire;24;5
18/04/2020;Corse;94;0
18/04/2020;Grand-Est;44;29
18/04/2020;Guadeloupe;1;0
18/04/2020;Guyane;3;0
18/04/2020;Hauts-de-France;32;12
18/04/2020;Ile-de-France;11;94
18/04/2020;La Réunion;4;0
18/04/2020;Martinique;2;0
18/04/2020;Mayotte;6;0
18/04/2020;Normandie;28;3
18/04/2020;Nouvelle-Aquitaine;75;5
18/04/2020;Occitanie;76;4
18/04/2020;Pays de la Loire;52;4
18/04/2020;Provence-Alpes-Côte d'Azur;93;13
19/04/2020;Auvergne-Rhône-Alpes;84;13
19/04/2020;Bourgogne-Franche-Comté;27;12
19/04/2020;Bretagne;53;1
19/04/2020;Centre-Val de Loire;24;5
19/04/2020;Corse;94;0
19/04/2020;Grand-Est;44;13
19/04/2020;Guadeloupe;1;0
19/04/2020;Guyane;3;0
19/04/2020;Hauts-de-France;32;16
19/04/2020;Ile-de-France;11;43
19/04/2020;La Réunion;4;0
19/04/2020;Martinique;2;0
19/04/2020;Mayotte;6;0
19/04/2020;Normandie;28;9
19/04/2020;Nouvelle-Aquitaine;75;5
19/04/2020;Occitanie;76;10
19/04/2020;Pays de la Loire;52;1
19/04/2020;Provence-Alpes-Côte d'Azur;93;9
20/04/2020;Auvergne-Rhône-Alpes;84;21
20/04/2020;Bourgogne-Franche-Comté;27;6
20/04/2020;Bretagne;53;1
20/04/2020;Centre-Val de Loire;24;5
20/04/2020;Corse;94;2
20/04/2020;Grand-Est;44;22
20/04/2020;Guadeloupe;1;0
20/04/2020;Guyane;3;0
20/04/2020;Hauts-de-France;32;17
20/04/2020;Ile-de-France;11;73
20/04/2020;La Réunion;4;0
20/04/2020;Martinique;2;0
20/04/2020;Mayotte;6;0
20/04/2020;Normandie;28;5
20/04/2020;Nouvelle-Aquitaine;75;4
20/04/2020;Occitanie;76;16
20/04/2020;Pays de la Loire;52;4
20/04/2020;Provence-Alpes-Côte d'Azur;93;32
21/04/2020;Auvergne-Rhône-Alpes;84;29
21/04/2020;Bourgogne-Franche-Comté;27;13
21/04/2020;Bretagne;53;3
21/04/2020;Centre-Val de Loire;24;3
21/04/2020;Corse;94;0
21/04/2020;Grand-Est;44;21
21/04/2020;Guadeloupe;1;1
21/04/2020;Guyane;3;0
21/04/2020;Hauts-de-France;32;17
21/04/2020;Ile-de-France;11;83
21/04/2020;La Réunion;4;0
21/04/2020;Martinique;2;0
21/04/2020;Mayotte;6;0
21/04/2020;Normandie;28;3
21/04/2020;Nouvelle-Aquitaine;75;0
21/04/2020;Occitanie;76;5
21/04/2020;Pays de la Loire;52;1
21/04/2020;Provence-Alpes-Côte d'Azur;93;11
22/04/2020;Auvergne-Rhône-Alpes;84;12
22/04/2020;Bourgogne-Franche-Comté;27;17
22/04/2020;Bretagne;53;4
22/04/2020;Centre-Val de Loire;24;5
22/04/2020;Corse;94;0
22/04/2020;Grand-Est;44;29
22/04/2020;Guadeloupe;1;0
22/04/2020;Guyane;3;0
22/04/2020;Hauts-de-France;32;16
22/04/2020;Ile-de-France;11;68
22/04/2020;La Réunion;4;0
22/04/2020;Martinique;2;0
22/04/2020;Mayotte;6;0
22/04/2020;Normandie;28;3
22/04/2020;Nouvelle-Aquitaine;75;3
22/04/2020;Occitanie;76;5
22/04/2020;Pays de la Loire;52;1
22/04/2020;Provence-Alpes-Côte d'Azur;93;20
23/04/2020;Auvergne-Rhône-Alpes;84;9
23/04/2020;Bourgogne-Franche-Comté;27;6
23/04/2020;Bretagne;53;0
23/04/2020;Centre-Val de Loire;24;5
23/04/2020;Corse;94;0
23/04/2020;Grand-Est;44;27
23/04/2020;Guadeloupe;1;1
23/04/2020;Guyane;3;0
23/04/2020;Hauts-de-France;32;19
23/04/2020;Ile-de-France;11;70
23/04/2020;La Réunion;4;0
23/04/2020;Martinique;2;0
23/04/2020;Mayotte;6;0
23/04/2020;Normandie;28;8
23/04/2020;Nouvelle-Aquitaine;75;5
23/04/2020;Occitanie;76;6
23/04/2020;Pays de la Loire;52;2
23/04/2020;Provence-Alpes-Côte d'Azur;93;20
24/04/2020;Auvergne-Rhône-Alpes;84;14
24/04/2020;Bourgogne-Franche-Comté;27;4
24/04/2020;Bretagne;53;1
24/04/2020;Centre-Val de Loire;24;7
24/04/2020;Corse;94;0
24/04/2020;Grand-Est;44;16
24/04/2020;Guadeloupe;1;0
24/04/2020;Guyane;3;0
24/04/2020;Hauts-de-France;32;12
24/04/2020;Ile-de-France;11;62
24/04/2020;La Réunion;4;0
24/04/2020;Martinique;2;0
24/04/2020;Mayotte;6;0
24/04/2020;Normandie;28;4
24/04/2020;Nouvelle-Aquitaine;75;3
24/04/2020;Occitanie;76;6
24/04/2020;Pays de la Loire;52;0
24/04/2020;Provence-Alpes-Côte d'Azur;93;26
25/04/2020;Auvergne-Rhône-Alpes;84;11
25/04/2020;Bourgogne-Franche-Comté;27;7
25/04/2020;Bretagne;53;1
25/04/2020;Centre-Val de Loire;24;9
25/04/2020;Corse;94;0
25/04/2020;Grand-Est;44;16
25/04/2020;Guadeloupe;1;0
25/04/2020;Guyane;3;0
25/04/2020;Hauts-de-France;32;4
25/04/2020;Ile-de-France;11;64
25/04/2020;La Réunion;4;0
25/04/2020;Martinique;2;0
25/04/2020;Mayotte;6;0
25/04/2020;Normandie;28;1
25/04/2020;Nouvelle-Aquitaine;75;0
25/04/2020;Occitanie;76;0
25/04/2020;Pays de la Loire;52;2
25/04/2020;Provence-Alpes-Côte d'Azur;93;9
26/04/2020;Auvergne-Rhône-Alpes;84;2
26/04/2020;Bourgogne-Franche-Comté;27;4
26/04/2020;Bretagne;53;1
26/04/2020;Centre-Val de Loire;24;1
26/04/2020;Corse;94;0
26/04/2020;Grand-Est;44;13
26/04/2020;Guadeloupe;1;1
26/04/2020;Guyane;3;0
26/04/2020;Hauts-de-France;32;8
26/04/2020;Ile-de-France;11;28
26/04/2020;La Réunion;4;0
26/04/2020;Martinique;2;0
26/04/2020;Mayotte;6;2
26/04/2020;Normandie;28;4
26/04/2020;Nouvelle-Aquitaine;75;3
26/04/2020;Occitanie;76;0
26/04/2020;Pays de la Loire;52;1
26/04/2020;Provence-Alpes-Côte d'Azur;93;11
27/04/2020;Auvergne-Rhône-Alpes;84;8
27/04/2020;Bourgogne-Franche-Comté;27;6
27/04/2020;Bretagne;53;1
27/04/2020;Centre-Val de Loire;24;5
27/04/2020;Corse;94;0
